time_s,v_out_mV
0,5001.96
4e-06,4999.68
8e-06,5001.19
1.2e-05,5000.67
1.6e-05,4998.34
2e-05,5000.3
2.4e-05,5001.02
2.8e-05,5002.83
3.2e-05,5001.05
3.6e-05,4997.37
4e-05,5000.15
4.4e-05,4998.79
4.8e-05,5002.27
5.2e-05,4999.86
5.6e-05,5000.06
6e-05,4998.68
6.4e-05,4999.7
6.8e-05,5003.96
7.2e-05,4996.37
7.6e-05,4996.81
8e-05,5000.74
8.4e-05,5002.56
8.8e-05,4999.14
9.2e-05,5000.17
9.6e-05,5002.05
0.0001,5000.5
0.000104,5004.95
0.000108,5000.68
0.000112,4997.57
0.000116,4996.95
0.00012,4999.53
0.000124,4999.88
0.000128,4998.28
0.000132,5000.42
0.000136,4998.29
0.00014,4998.32
0.000144,5000.28
0.000148,5000.69
0.000152,4999.76
0.000156,5001.48
0.00016,5000.68
0.000164,5000.05
0.000168,5001.02
0.000172,5000.97
0.000176,5001.01
0.00018,4999.03
0.000184,5001.85
0.000188,5001.94
0.000192,5000.84
0.000196,5000.9
0.0002,4998.99
0.000204,5001.88
0.000208,5000.63
0.000212,4998.14
0.000216,4999.6
0.00022,5002.3
0.000224,4998.89
0.000228,5001.04
0.000232,4999.66
0.000236,4999.22
0.00024,4999.84
0.000244,5002.12
0.000248,5000.29
0.000252,5001.08
0.000256,5000.7
0.00026,5001.57
0.000264,4999.54
0.000268,5001
0.000272,4998.95
0.000276,5000.43
0.00028,4999.27
0.000284,5000.02
0.000288,4999.89
0.000292,5001.06
0.000296,5000.68
0.0003,5000.44
0.000304,5000.21
0.000308,5000.18
0.000312,4998.82
0.000316,5000.57
0.00032,4997.09
0.000324,5001.94
0.000328,5001.08
0.000332,4996.94
0.000336,4998.84
0.00034,4999.85
0.000344,5000.85
0.000348,4999.75
0.000352,4999.01
0.000356,4997.82
0.00036,4999.34
0.000364,4996.56
0.000368,5000.46
0.000372,4999.63
0.000376,5000.18
0.00038,5000.56
0.000384,5001.97
0.000388,4999.89
0.000392,4998.02
0.000396,4999.73
0.0004,5002.11
0.000404,4998.38
0.000408,5001.58
0.000412,4999.21
0.000416,4999.57
0.00042,5001.72
0.000424,5000.06
0.000428,4999.31
0.000432,5001.8
0.000436,5000.34
0.00044,4998.32
0.000444,4999.29
0.000448,4997.65
0.000452,4996.99
0.000456,4998.56
0.00046,4999.66
0.000464,5001.74
0.000468,4998.62
0.000472,4999.69
0.000476,4998.66
0.00048,4999.35
0.000484,4998.96
0.000488,5001.29
0.000492,4999.4
0.000496,4999.68
0.0005,4997.92
0.000504,4999.78
0.000508,5000.82
0.000512,5003.05
0.000516,4999.12
0.00052,4998.07
0.000524,5001.66
0.000528,5000.91
0.000532,5002.86
0.000536,4998.56
0.00054,5000.99
0.000544,5000.44
0.000548,5000.38
0.000552,5003.83
0.000556,4998.61
0.00056,5001.24
0.000564,5001.66
0.000568,4999.22
