time_s,v_out_mV
0,4999.1
4e-06,4999.92
8e-06,4999.28
1.2e-05,5001.18
1.6e-05,5000.09
2e-05,5001.81
2.4e-05,5000.66
2.8e-05,5001.49
3.2e-05,4997.61
3.6e-05,4999.64
4e-05,4999.96
4.4e-05,4997.64
4.8e-05,4999.66
5.2e-05,5000.88
5.6e-05,5001.51
6e-05,5000.43
6.4e-05,4999.78
6.8e-05,4999.06
7.2e-05,5000.9
7.6e-05,4999.49
8e-05,4999.6
8.4e-05,5002.75
8.8e-05,4999.92
9.2e-05,4997.33
9.6e-05,5001.85
0.0001,5000.79
0.000104,5001.96
0.000108,4999.25
0.000112,4999.48
0.000116,5000.3
0.00012,4998.9
0.000124,4997.8
0.000128,5001.75
0.000132,5000.49
0.000136,4999.46
0.00014,5001.25
0.000144,5000.55
0.000148,5002.33
0.000152,4999.64
0.000156,5000.3
0.00016,5002.46
0.000164,5002.52
0.000168,5001.1
0.000172,5000.48
0.000176,4999.06
0.00018,4998.46
0.000184,4999.08
0.000188,5002.3
0.000192,4998.36
0.000196,4999.04
0.0002,4998
0.000204,5000.84
0.000208,4996.42
0.000212,5002.03
0.000216,5000.71
0.00022,4999.47
0.000224,5000.11
0.000228,4998.53
0.000232,5002.09
0.000236,5002.43
0.00024,5000.55
0.000244,5000.67
0.000248,5001.93
0.000252,4999.24
0.000256,5001.06
0.00026,4997.27
0.000264,4999.39
0.000268,4999.6
0.000272,5000.46
0.000276,5000.35
0.00028,4999.72
0.000284,5000.55
0.000288,4999.93
0.000292,4999.7
0.000296,4998.17
0.0003,5004.22
0.000304,4997.55
0.000308,5000.61
0.000312,5002.95
0.000316,5001.75
0.00032,5000
0.000324,5001.76
0.000328,5000
0.000332,4998.91
0.000336,4999.52
0.00034,5000.15
0.000344,4999.35
0.000348,4999.24
0.000352,5001.26
0.000356,4998.51
0.00036,5002.24
0.000364,5000.91
0.000368,5000.37
0.000372,4999.68
0.000376,5003.22
0.00038,5000.74
0.000384,4998.82
0.000388,4999.49
0.000392,5000.66
0.000396,4999.27
0.0004,5001.23
0.000404,4999.6
0.000408,5002.06
0.000412,4999.56
0.000416,4998.92
0.00042,4998.99
0.000424,4997.95
0.000428,5000.03
0.000432,5002.91
0.000436,5001.77
0.00044,4998.79
0.000444,4999.66
0.000448,4999.7
0.000452,4999.29
0.000456,5000.6
0.00046,4998.97
0.000464,4999.09
0.000468,5000.1
0.000472,4997.94
0.000476,4999.91
0.00048,5000.89
0.000484,4999.61
0.000488,4997.89
0.000492,4998.61
0.000496,4998.22
0.0005,5001.18
0.000504,4998.04
0.000508,5000.19
0.000512,4999.03
0.000516,5000.23
0.00052,5001.12
0.000524,4998.68
0.000528,5004.11
0.000532,5001.53
0.000536,5000.91
0.00054,4999.09
0.000544,4999.92
0.000548,5002.06
0.000552,5000.29
0.000556,4999.13
0.00056,5001.12
0.000564,4998.93
0.000568,4999.37
0.000572,4997.48
0.000576,4998.24
0.00058,5001.7
0.000584,4997.36
0.000588,4996.54
0.000592,5002.79
0.000596,5001.77
0.0006,5000.11
0.000604,5001.23
0.000608,5002.13
0.000612,4999.64
0.000616,5002.15
0.00062,4999.56
0.000624,4999.16
0.000628,5001.99
0.000632,5001.69
0.000636,5000.82
0.00064,5000.78
0.000644,4999.68
0.000648,5000.84
0.000652,5001
0.000656,4999.76
0.00066,5001.51
0.000664,4998.76
0.000668,4999.13
0.000672,4999.71
0.000676,4998.24
0.00068,5001.32
0.000684,4996.8
0.000688,4999.42
0.000692,4999.23
0.000696,4998.12
0.0007,4999.83
0.000704,5000.31
0.000708,5000.72
0.000712,5000.72
0.000716,4999.08
0.00072,4998.82
0.000724,5000.38
0.000728,5001.09
0.000732,5003.82
0.000736,5000.36
