time_s,v_out_mV
0,4999.46
4e-06,5001.55
8e-06,5001.12
1.2e-05,4999.08
1.6e-05,5000.36
2e-05,5000.02
2.4e-05,5002.25
2.8e-05,4998.83
3.2e-05,4999.42
3.6e-05,4998.82
4e-05,4999.69
4.4e-05,4999.6
4.8e-05,4998.64
5.2e-05,5001.59
5.6e-05,5001.2
6e-05,5001.25
6.4e-05,5001.75
6.8e-05,4998.53
7.2e-05,5001.1
7.6e-05,4999.6
8e-05,4999.36
8.4e-05,4999.64
8.8e-05,5000.66
9.2e-05,5004.21
9.6e-05,4998.96
0.0001,5000.08
0.000104,5002.04
0.000108,5003.58
0.000112,4999.42
0.000116,5002.59
0.00012,5001.37
0.000124,4999.11
0.000128,4999.65
0.000132,4997.73
0.000136,4998.42
0.00014,5002.53
0.000144,4998.71
0.000148,4999.66
0.000152,4998.82
0.000156,5003.3
0.00016,5001.1
0.000164,4997.73
0.000168,5001.53
0.000172,5001.04
0.000176,4999.01
0.00018,5002.1
0.000184,5001.45
0.000188,5000.14
0.000192,5002.44
0.000196,5000.06
0.0002,5000.95
0.000204,4997.09
0.000208,5000.61
0.000212,5000.22
0.000216,4999.18
0.00022,5002.83
0.000224,5002.24
0.000228,4999.81
0.000232,5002.41
0.000236,5000.19
0.00024,4999.04
0.000244,5000.69
0.000248,4999.72
0.000252,4998.14
0.000256,4999.25
0.00026,4999.24
0.000264,5001.13
0.000268,4996.77
0.000272,5002.47
0.000276,5003.33
0.00028,5000.12
0.000284,4999.53
0.000288,5001.15
0.000292,5000.4
0.000296,5001.57
0.0003,5000.79
0.000304,5000.2
0.000308,5000.23
0.000312,5000.2
0.000316,4997.93
0.00032,4998.97
0.000324,4999.59
0.000328,4998.66
0.000332,5000.48
0.000336,5000.65
0.00034,5003.85
0.000344,5001.49
0.000348,5000.73
0.000352,5000.87
0.000356,5002.49
0.00036,5000.63
0.000364,5001.94
0.000368,4997.71
0.000372,4996.46
0.000376,4999.23
0.00038,5001.28
0.000384,4999.09
0.000388,5000.72
0.000392,5001.87
0.000396,4998.74
0.0004,5002.87
0.000404,5000.99
0.000408,5000.22
0.000412,4999.01
0.000416,5000.44
0.00042,4996.95
0.000424,4999.21
0.000428,4998.25
0.000432,5001.91
0.000436,4999.31
0.00044,5000.19
0.000444,4997.68
0.000448,5000.57
0.000452,4996.95
0.000456,5000.89
0.00046,4999.32
0.000464,5000.82
0.000468,4998.1
0.000472,4997.79
0.000476,5003.81
0.00048,5002.47
0.000484,5000.07
0.000488,5000.45
0.000492,4999.06
0.000496,5000.76
0.0005,5000.23
0.000504,4999.18
0.000508,5000.35
0.000512,4999.55
0.000516,4998.54
0.00052,5000.31
0.000524,4996.93
0.000528,5000.23
0.000532,4999.47
0.000536,4999.64
0.00054,4998.92
0.000544,4995.72
0.000548,5002.5
0.000552,4998.46
0.000556,4999.56
0.00056,5002.47
0.000564,4998.43
0.000568,5000.96
0.000572,5000.57
0.000576,4999.03
0.00058,4999.41
0.000584,4999.99
0.000588,4999.41
0.000592,4998.65
0.000596,5004.3
0.0006,4999.12
0.000604,5001.49
0.000608,5000
0.000612,4999.46
0.000616,4999.18
0.00062,5001.6
0.000624,4999.13
0.000628,4999.57
0.000632,5001.39
0.000636,5001.54
0.00064,4999.34
0.000644,4999.17
0.000648,4998.88
0.000652,4999.11
0.000656,5001.64
0.00066,4997.62
0.000664,5000.35
0.000668,4999.28
