time_s,v_out_mV
0,5001.06
4e-06,5012.8
8e-06,5018.75
1.2e-05,4991.7
1.6e-05,4998.88
2e-05,5012.28
2.4e-05,5006.19
2.8e-05,4989.37
3.2e-05,5010.54
3.6e-05,4990.79
4e-05,5001.85
4.4e-05,5004.55
4.8e-05,4999.01
5.2e-05,5014.91
5.6e-05,4992.72
6e-05,5011.13
6.4e-05,5004.31
6.8e-05,5001.36
7.2e-05,5005.22
7.6e-05,5009.31
8e-05,5012.05
8.4e-05,5009.79
8.8e-05,5001.61
9.2e-05,5029.86
9.6e-05,5004.19
0.0001,5001.44
0.000104,5004.41
0.000108,5005.53
0.000112,4997.61
0.000116,4995.22
0.00012,5010.29
0.000124,5009.55
0.000128,5001.82
0.000132,5006.9
0.000136,4997.31
0.00014,5009.09
0.000144,5012.25
0.000148,4994.91
0.000152,5012.35
0.000156,5007.64
0.00016,5012.12
0.000164,5011.16
0.000168,5005.95
0.000172,5019.97
0.000176,5011.79
0.00018,4995.33
0.000184,5004.21
0.000188,5030.39
0.000192,5004.46
0.000196,5000.11
0.0002,5015.59
0.000204,5016.51
0.000208,5008.84
0.000212,5006.48
0.000216,5013.15
0.00022,5006.27
0.000224,5002.76
0.000228,4997.3
0.000232,5010.76
0.000236,5004.11
0.00024,5016.81
0.000244,5010.73
0.000248,5008.49
0.000252,5004.24
0.000256,5006.01
0.00026,5012.52
0.000264,5012.97
0.000268,5004.7
0.000272,4998.95
0.000276,5010.84
0.00028,5001.13
0.000284,5003.47
0.000288,5003.24
0.000292,5004.65
0.000296,5008.8
0.0003,5006.71
0.000304,4996.03
0.000308,5022.37
0.000312,5008.2
0.000316,5011.32
0.00032,5005.13
0.000324,5011.05
0.000328,5007.15
0.000332,4999.37
0.000336,5008.19
0.00034,4997.59
0.000344,4997.51
0.000348,5013.29
0.000352,5025.13
0.000356,5009.71
0.00036,4998.87
0.000364,5019.78
0.000368,5001.03
0.000372,5017.68
0.000376,5007.6
0.00038,4994.78
0.000384,5020.66
0.000388,5022.17
0.000392,5012.98
0.000396,5002.25
0.0004,5013.96
0.000404,5002.76
0.000408,5003.68
0.000412,4989.24
0.000416,5002.28
0.00042,5019.25
0.000424,5012.06
0.000428,5020.49
0.000432,5014.83
0.000436,4979.06
0.00044,5007.01
0.000444,5000.78
0.000448,4998.67
0.000452,5010.62
0.000456,5012.71
0.00046,4998.22
0.000464,5005.47
0.000468,4998.45
0.000472,5017.44
0.000476,5014.94
0.00048,4997.45
0.000484,5009.62
0.000488,4999.25
0.000492,5005.54
0.000496,5020.02
0.0005,4999.67
0.000504,5004
0.000508,5006.07
0.000512,5000.67
0.000516,4995.51
0.00052,5000.81
0.000524,4996.92
0.000528,5010.75
0.000532,5009.2
0.000536,5013.2
0.00054,5011.83
0.000544,5021.7
0.000548,5019.28
0.000552,5007.38
0.000556,4991.96
0.00056,5009.98
0.000564,5004.41
0.000568,5007.43
0.000572,4997.28
0.000576,5008.84
0.00058,5017.1
0.000584,5010.83
0.000588,5014.3
0.000592,5010.37
0.000596,5002.18
0.0006,4995.48
0.000604,5020.11
0.000608,5003.99
0.000612,4997.04
0.000616,4996.1
0.00062,5012.64
0.000624,5005.88
0.000628,4999.22
0.000632,4998.95
0.000636,5003.93
0.00064,5012.12
0.000644,5002.43
0.000648,5014.21
0.000652,4999.43
0.000656,4993.95
0.00066,5010.08
0.000664,5007.82
0.000668,5011.06
0.000672,4996.14
0.000676,5017.07
0.00068,4992.53
0.000684,5012.35
0.000688,5018.68
0.000692,4991.79
0.000696,5001.83
0.0007,5010.36
0.000704,5003.92
0.000708,4986.18
0.000712,4991.31
0.000716,5005.64
0.00072,5011.09
0.000724,5022.56
0.000728,5021.69
0.000732,5007.63
0.000736,5013.73
0.00074,5007.04
0.000744,5008.92
0.000748,5002.17
0.000752,5008.76
0.000756,5008.99
0.00076,5003.13
0.000764,5015.05
0.000768,5010.08
0.000772,4997.8
0.000776,5004.98
0.00078,5006.71
0.000784,5002.62
0.000788,5004.04
0.000792,5017.31
0.000796,4992.87
0.0008,5004.97
0.000804,5002.98
0.000808,5002.02
0.000812,5005.76
0.000816,5003.46
0.00082,5019.23
0.000824,4992.7
0.000828,4999.25
0.000832,5016.67
0.000836,5008.8
0.00084,4992.27
0.000844,4996.47
0.000848,5007.81
0.000852,5004.77
0.000856,5004.78
0.00086,5014.03
0.000864,4995.78
0.000868,5025.39
0.000872,5004.36
0.000876,5008.94
0.00088,5027.29
0.000884,5006.1
0.000888,4996.33
0.000892,5007.54
0.000896,5001.75
0.0009,5001.94
0.000904,5019.55
0.000908,5033.41
0.000912,4996.58
0.000916,5003.24
0.00092,5004.3
0.000924,5004.62
0.000928,5009.66
0.000932,5028.69
0.000936,5015.44
0.00094,4996.59
0.000944,5002.6
0.000948,5004.87
0.000952,4999.98
0.000956,5011.25
0.00096,5011.15
0.000964,5013.63
0.000968,4995.07
0.000972,5012.46
0.000976,4989.26
0.00098,5005.83
0.000984,5010.9
0.000988,5001.97
0.000992,5014.7
0.000996,4997.35
0.001,4941.77
0.001004,4956.16
0.001008,4959.46
0.001012,4953.66
0.001016,4967.83
0.00102,4958.64
0.001024,4954.12
0.001028,4971.37
0.001032,4956.89
0.001036,4974.19
0.00104,4954.74
0.001044,4971.61
0.001048,4959.42
0.001052,4954.43
0.001056,4963.61
0.00106,4949.13
0.001064,4965.03
0.001068,4966.57
0.001072,4962.2
0.001076,4946.53
0.00108,4980.9
0.001084,4956.58
0.001088,4957.82
0.001092,4946.87
0.001096,4955.44
0.0011,4960.35
0.001104,4977.93
0.001108,4985.59
0.001112,4974.54
0.001116,4970.43
0.00112,4970.06
0.001124,4973.07
0.001128,4963.43
0.001132,4971.56
0.001136,4974.28
0.00114,4984.92
0.001144,4974.22
0.001148,4995.68
0.001152,4982.43
0.001156,4982.28
0.00116,4973.35
0.001164,4992.79
0.001168,4983.77
0.001172,4983.86
0.001176,5000.1
0.00118,4979.24
0.001184,4973.06
0.001188,4984.5
0.001192,4995.19
0.001196,4995.54
0.0012,4996.86
0.001204,4994.97
0.001208,4987.19
0.001212,5001.01
0.001216,4990.84
